Faction,#,Rarity,Type,Name,Point Cost,Masts,Cargo,Base Move,Cannons,Link,Ability,Flavor Text,Treasure Values,SheetName,Set,Edits Log,"If you see something in this Master Spreadsheet that you know is incorrect, message me at any of the Pirates CSG community sites or a7xfanben@gmail.com.  Thanks!"
Pirate,138,SE,Ship,Fool's Gold             ,12.0,4.0,4.0,L,3L-3S-3S-3L,,"Once per turn, this ship may randomly take one treasure from any ship she touches.","With her golden sails, the Fool's Gold looks like an imperial ship from the crown's personal fleet. Captain Jeffries uses that ruse to take the gold from the royal fools stupid enough to fall for such an obvious trick.",,Davy Jones Curse,,,
Pirate,139,SE,Ship,Electric Eel          ,13.0,4.0,3.0,S+S,3S-3L-3L-3S,,"This ship may dock at an enemy home island and load one treasure. If able, she must leave on your next turn.","Sneaky and deadly, Captain Ness Kruise has no qualms about relieving treasure from those he deems unworthy to possess it.",,Davy Jones Curse,,,
Cursed,140,SE,Ship,Boneyard         ,14.0,4.0,4.0,L,4S-4S-3S-4S,,Fear.,"The Boneyard is made of femurs and ribs, held together with the marrow scraped from her victims. Her very presence has driven the most hardened pirates mad with fear.",,Davy Jones Curse,,,
Cursed,141,SE,Ship,Drowned Man      ,16.0,4.0,3.0,S+S,3S-3L-3L-3S,,Ghost Ship.,"The Drowned Man and her crew are made up of ships and sailors from wrecks the world over. Together, these entities have become a powerful and dark force intent on seeking revenge for their untimely demises!",,Davy Jones Curse,,,
Pirate,142,SE,Ship,Black Diamond      ,14.0,4.0,4.0,L,3S-3L-3L-3S,,"If this ship wins a boarding party, she may take as much treasure from the other ship as she wants, up to her available cargo space.","The crew of the Black Diamond care about only one thing: gold. Specifically, taking your gold and adding it their holdings, which are hidden from the prying eyes of Davy Jones.",,Davy Jones Curse,,,
Pirate,143,SE,Ship,Broken Key     ,13.0,4.0,3.0,S+S,3S-3S-3S-3S,,Broadsides Attack.,The captain of the Broken Key is rumored to have a part of the key to a secret vault of treasure hidden by Davy Jones himself. He has outfitted his boat to dissuade anyone from searching for his piece of the puzzle.,,Davy Jones Curse,,,
English,144,SE,Ship,HMS Richards   ,13.0,4.0,4.0,L,3L-3L-3L-3L,,This ship gets +1 to her cannon rolls against any non-English ship.,Captain Hungerford keeps his crew focused on one task: destroying any who would challenge England's dominion over the sea.,,Davy Jones Curse,,,
Cursed,145,SE,Ship,Nightmare            ,16.0,4.0,4.0,S+S,4S-3L-3L-4S,,Ghost Ship.,The Nightmare appears on moonless nights where any ship has sunk. She picks up those wretched souls who seek vengeance on the living.,,Davy Jones Curse,,,
Cursed,200,LE,Ship,Howl          ,11.0,2.0,2.0,S+S,3L-3L,,"If this ship ends her turn in a fog bank, on her next turn she may use her move action to move out of any other fog bank in play.","From the mists that gather at nightfall, the Howl appears with the scream of a thousand tormented souls.",,Davy Jones Curse,,,
Spanish,201,LE,Ship,El Pluton  ,7.0,2.0,1.0,L,4S-4S,,This ship gets +L to her base move if she has all of her masts.,"El Pluton seems to have emerged from the underworld itself. No one is sure how she is able to float, unless allowed to by the gods themselves.",,Davy Jones Curse,,,
Pirate,202,LE,Ship,Black Gentleman  ,13.0,2.0,3.0,L,2S-2S,,"Fear. Once per turn, this ship may randomly take one treasure from any ship she touches.","No sane crew would ever sail on a ship named for the Devil, and yet she does sail, especially on moonless nights when no wind blows.",,Davy Jones Curse,,,
English,203,LE,Ship,Moor Hound  ,15.0,2.0,2.0,S+S,3L-3S,,Ghost Ship.,"No ship has ever been recorded as the Moor Hound, yet sailors swear the English ship has fired upon them.",,Davy Jones Curse,,,
French,204,LE,Ship,L' Epee Sanglante  ,7.0,2.0,3.0,L,3S-3L,,Cursed crew may use their abilities on this ship.,"Rumored to be crewed by dead French corsairs, the “Bloody Sword” has been seen everywhere from the South China Seas to the Spanish Main.",,Davy Jones Curse,,,
American,205,LE,Ship,Salem  ,8.0,2.0,4.0,S+S,3S-3S,,Cursed crew may use their abilities on this ship.,The Salem was sunk by a wave almost immediately after leaving Boston. Yet it docked in New Orleans with Tabitha McWarren.,,Davy Jones Curse,,,
Spanish,206,LE,Ship,La Desesperanza  ,14.0,1.0,2.0,S+S+S,4S,,Ghost Ship.,"No Spanish sailor wants to die with unfinished business, so fearful are they of an undead assignment aboard La Desesperanza.",,Davy Jones Curse,,,
Cursed,207,LE,Ship,Dance  ,10.0,1.0,2.0,L,2S,,"If this ship succeeds at a boarding party, she may eliminate all of the other ship's crew.","This ship's name comes from the swaying of hanged sailors, who still move this ship along her dark course.",,Davy Jones Curse,,,
English,208,LE,Ship,Blackgate,5.0,1.0,2.0,S+S,3L,,Cursed crew may use their abilities on this ship.,This ship was banned from port because of rumor of plague. The screams of her dying crew can be heard for miles.,,Davy Jones Curse,,,
French,209,LE,Ship,La Dischorde  ,11.0,1.0,3.0,L,3S,,Fear. This ship gets +1 to her boarding rolls.,"La Dischorde's crew can be heard laughing at the sea madness, curses, and mutiny that occur aboard other ships wherever she sails.",,Davy Jones Curse,,,
American,210,LE,Ship,Burning Man  ,14.0,1.0,2.0,L,2L,,Ghost Ship.,"Once used to carry explosives and crewed by “expendable assets,” this vessel is rumored never to have returned from her last attack mission.",,Davy Jones Curse,,,
Pirate,211,LE,Ship,Judas  ,5.0,1.0,3.0,L,4S,,Cursed crew may use their abilities on this ship.,"The crew of the Judas is made up of those sailors who no one else wants, the scum of the scum.",,Davy Jones Curse,,,
Pirate,212,LE,Ship,Dungeon  ,10.0,1.0,1.0,S+S+S,3S,,Turtle Ship. Fear.,Rumors that Captain Drako chains up his rowers so that they can't escape during a raid have yet to be proven.,,Davy Jones Curse,,,
English,213,LE,Ship,Pandora's Box  ,10.0,1.0,4.0,L,4S,,"Turtle Ship. If this ship wins a boarding party, she may take as much treasure from the other ship as she wants, up to her available cargo space.","With a sense of humor typical of seamongers, the crew considers their raids both good (for them) and bad (for their victims).",,Davy Jones Curse,,,
Cursed,214,LE,Ship,Crypt  ,11.0,1.0,2.0,S+S,2S,,"Turtle Ship. If this ship succeeds at a boarding party, she may eliminate all of the other ship's crew.",No one has seen the inside of the Crypt and lived.,,Davy Jones Curse,,,
Cursed,215,LE,Ship,Sarcophagus  ,10.0,1.0,3.0,S,3L,,Turtle Ship. Fear.,Only the dead and those who think they can control them sail on the Sarcophagus.,,Davy Jones Curse,,,
Cursed,216,LE,Ship,Alligator  ,9.0,1.0,2.0,L,4S,,"Turtle Ship. If this ship ends her turn in a fog bank, on her next turn she may use her move action to move out of any other fog bank in play.","Made from the bones of a giant alligator, this vessel mutely menaces the shoreline like its reptilian namesake.",,Davy Jones Curse,,,
Cursed,217,LE,Ship,Tarantula  ,8.0,1.0,3.0,S,3S,,Turtle Ship. This ship gets +1 to her boarding rolls.,"When this ship rams and boards, it is said that sailors swarm out of her like a nest of spiders.",,Davy Jones Curse,,,
Cursed,300a,LE,Ship,Guichuan    ,30.0,10.0,7.0,S,3S-3S-2L-2L-2L-3S-3S-3S-3S-3S,The Headhunter,Ghost Ship. Junk. Treasure Ship.,"When one of the emperor's treasure ships went off course in a storm, she was presumed to have sunk, her crew and treasure lost at the bottom of the sea. A year and a day later, the ship was seen and hailed, but when Jade Rebellion crew sailed close to her, they quickly noticed her new ghostly form. From then on the ship became known as the Guichuan - ghost ship. This ship of purest evil, commanded by the notorious Headhunter and crewed by mysterious phantoms, now claims allegiance to the Cursed and the sea fiends that animate her.",,Davy Jones Curse,,,
Cursed,300b,LE,Crew,The Headhunter ,7.0,,,,,Guichuan,"Fear. Headhunter's Domain.      (Headhunter's Domain: This crew may use its abilities aboard only the Guichuan. Once at the beginning of each of your turns roll a d6. On a result of 6, any ship or sea monster in your fleet may be given two actions that turn. If this ship wins a boarding party, she may either take as much treasure from the other ship as she wants, up to her available cargo space, or eliminate all of the other ship's crew.)",,,Davy Jones Curse,,,
Mercenary,1,Rare,Ship,Nautilus,16.0,3.0,4.0,L,3S-3S-3S,Captain Nemo,Mercenary. Submarine. Two hits from the same shoot action are required to eliminate one of this ship's hull pieces.,"The Nautilus is Captain Nemo's flagship and his greatest creation, a ship so powerful and terrible that she is often mistaken for a creature from the deep.",,Mysterious Islands,,,
Mercenary,2,Rare,Ship,Terror  ,16.0,3.0,4.0,L,3L-3L-3L,Count Gustov,Fear. Mercenary. Submarine.,"A strange fog seems to follow the Terror, spirit-like wisps swirling about her decks whenever she surfaces.",,Mysterious Islands,,,
Mercenary,3,Rare,Ship,Hephaestus,14.0,3.0,4.0,S,2L-2S-2S,Herr Fuchs,Mercenary. Submarine. This ship ignores the first hit she takes each turn as long as she has all of her hull pieces.,"Though slowed considerably by the weight of her thick, iron hull, the Hephaestus once survived a direct shot from a 30-pound cannonball.",,Mysterious Islands,,,
Mercenary,4,Rare,Ship,Fathom,12.0,3.0,4.0,L,3L-4S-4S,Nikos Chelios,"Mercenary. Submarine. If this ship shoots at a ship that was previously shot at by another ship this turn, she gets +1 to her cannon rolls against that ship this turn.","A favorite tactic of the Fathom is to surface in the middle of a battle to sink a weakened ship, and then gather plunder from the ocean floor.",,Mysterious Islands,,,
Mercenary,5,Rare,Ship,Barracuda  ,12.0,2.0,3.0,L,2S-2S,,"Mercenary. Submarine. If submerged, this ship can ram another ship (then move away) and then initiate a boarding party against that ship.","The Barracuda was originally built by Nemo as a gift for his friend Robur, years before the infamous “Conqueror” took to the air.",,Mysterious Islands,,,
Mercenary,6,Rare,Ship,Mobilis  ,11.0,2.0,3.0,S,4S-4S,Eileen Brigid O'Brien,"Mercenary. Submarine. Once per turn, one crew or ship within S of this ship cannot use its ability that turn.",Nemo named the Mobilis with part of his motto—mobilis in mobile or “moving in a moving thing”—before giving it to O'Brien.,,Mysterious Islands,,,
Mercenary,7,Rare,Ship,Devil Ray,10.0,2.0,3.0,S,4L-4L,Yeshaji Angria,"Mercenary. Submarine. When submerged , this ship gets +L to her base move.","With plans from Nemo, Angria has created one of the fastest submersibles ever seen. Rumor has it that the Devil Ray can journey from Bombay to Fiji without surfacing.",,Mysterious Islands,,,
Mercenary,8,Rare,Ship,Brave Selkirk,11.0,2.0,3.0,L,3S-3S,,"Mercenary. Submarine. Once per turn, if this ship carries treasure and is within S of an enemy ship, you may randomly trade one treasure with that ship.","The Brave Selkirk was named by Nemo's shipbuilders in honor of the ancient sailor who called the Mysterious Islands home, long before even Nemo did.",,Mysterious Islands,,,
Mercenary,9,Uncommon,Ship,Forward,15.0,4.0,4.0,S+S,3S-3S-3S-3S,Christian Fiore,Mercenary. This ship gets +1 to her cannon rolls against any ship.,"Led by Fiore, the crew of the Forward mutinied while sailing in the Arctic. Since then, the criminal crew has haunted the waters around the Mysterious Islands.",,Mysterious Islands,,,
Mercenary,10,Uncommon,Ship,Santa Molina,11.0,4.0,3.0,L,3S-3L-3L-3S,Osvaldo de Deus Celemente,"Mercenary. Schooner. Once per turn when this ship hits an enemy ship, also eliminate one crew from that ship.","Arriving in the warm waters of the South Pacific, the crew of this one-time Spanish trading ship have vowed never to return to the European port they once called home.",,Mysterious Islands,,,
Mercenary,11,Uncommon,Ship,Meropis,14.0,3.0,3.0,S+S,3L-2L-3L,Ibrahan Ozat,"Mercenary. After this ship resolves a shoot action, she may move as a free action.",The crew of the Meropis claim to be from one of the Mysterious Islands of the same name—one never seen by outsiders.,,Mysterious Islands,,,
Mercenary,12,Uncommon,Ship,Hare's Luck,9.0,2.0,3.0,L,2S-2S,,"Mercenary. After looking at treasure on a wild island, you may trade any one treasure from that island for a random treasure on any other wild island. This ship must load the traded treasure.","Judging by the name of his ship, the one-legged captain of the Hare's Luck is not without a sense of humor.",,Mysterious Islands,,,
Mercenary,13,Common,Ship,Matuku,12.0,3.0,4.0,L+S,4L-4L-4L,Luc Savard,"Mercenary. Schooner. Once per turn, this ship may randomly take one treasure from any ship she touches.","Once an American vessel, the Matuku was renamed by the natives of the Islands who captured and now crew the ship.",,Mysterious Islands,,,
Mercenary,14,Common,Ship,Duncan,10.0,2.0,4.0,L,3S-3S,,Mercenary. This ship gets +1 to her boarding rolls.,Sailors' tales say that the Duncan is crewed by traitors and cannibals more likely to eat their captives than ransom them.,,Mysterious Islands,,,
Mercenary,15,Common,Ship,Bashaw Folly,12.0,2.0,2.0,L+S,2S-2S,,Mercenary. This ship gets +1 to her boarding rolls. She gets +2 instead if her opponent is a sea monster.,Those who don't believe in sea monsters quail when they see the serpent's skull used as a figurehead by the Bashaw Folly.,,Mysterious Islands,,,
Mercenary,16,Rare,Ship,Bosun's Bane  ,10.0,1.0,1.0,S+S+S,2S,,Mercenary. This ship can't be shot at by ships within S of her.,The ragtag crew of rebels and mutineers aboard the Bosun's Bane will turn on each other if they go too long without attacking another ship.,,Mysterious Islands,,,
Mercenary,17,Rare,Crew,Count Gustov,6.0,,,,,Terror,"Ex-patriot. Once per turn, roll a d6. On a 5 or 6, this ship may be given an extra action.","Dissatisfied with czarist Russia, Count Leonardo Gustov contacted Nemo with the idea of a partnership, two men creating their own world order by destroying the old. Nemo declined but agreed to offer him his technology. Gustov has used it to wage his personal war on the minions of the “soon-to-be-dead queens and kings of Europe.”",,Mysterious Islands,,,
Mercenary,18,Rare,Crew,Herr Fuchs,6.0,,,,,Hephaestus,"Ex-patriot. This ship may move and shoot using the same move action. Once per turn, one of this ship's cannons may shoot again if it misses.","With the Prussian courts choosing favorites, Herr Fuchs saw his ingenuity too often declined. After consulting with Nemo, he saw the future: Leave Germany with his team of designers, take to the sea, and never again sell his designs.",,Mysterious Islands,,,
Mercenary,19,Rare,Crew,Eileen Brigid O'Brien,6.0,,,,,Mobilis,Ex-patriot. This ship may move and shoot using the same move action. This ship gets +1 to her cannon rolls against English ships.,"With her family imprisoned by England and their land given to the Golds, O'Brien vowed revenge on all involved. With Nemo's technology, Irish wealth in the New World, and a crew of dedicated freedom fighters, O'Brien has taken her fight against England to the sea.",,Mysterious Islands,,,
Mercenary,20,Rare,Crew,Captain Nemo,8.0,,,,,Nautilus,"Ex-patriot. If this ship wins a boarding party, she may capture the crew with the highest point cost instead of eliminating it. A captive becomes assigned to this ship, takes up no cargo space, and can use its abilities. The captive cannot leave this ship unless the ship sinks.","His past as mysterious as the islands he has claimed to have found, and with riches beyond that of many of the Crowns of Europe, Captain Nemo has given those dissatisfied with the current state of the world a new vision: allegiance to oneself and honor to the sea.",,Mysterious Islands,,,
Mercenary,21,Common,Crew,Nikos Chelios,5.0,,,,,Fathom,"Ex-patriot. Once per turn, this ship may randomly take two treasures from any ship she touches.","With shipping companies spread across the globe, the richest man in Greece felt he had conquered the sea. But when Gustov took him on a trip in his submarine, Chelios' eyes were opened to a world he had no control over. Using Nemo's technology, he has set out to prove that the true masters of the sea sail under it, not above it.",,Mysterious Islands,,,
Mercenary,22,Common,Crew,Luc Savard,6.0,,,,,Matuku,Ex-patriot. This ship may move and shoot using the same move action. This ship gets +1 to her cannon rolls against American ships.,"Watching Canada become a pawn and forgotten territory while the upstart United States thrived, Savard grew increasingly dissatisfied. Starting life as a pirate preying on U.S. ships was a start, but when he was outlawed by Canada, he vowed to fight on his own until he controlled the entire hemisphere.",,Mysterious Islands,,,
Mercenary,23,Common,Crew,Osvaldo de Deus Celemente,7.0,,,,,Santa Molina,Broadsides Attack. Ex-patriot. This ship may move and shoot using the same move action.,"Piracy was a dead end for this Cuban, who saw his countrymen cut down by better technology. So in a daring midnight raid, he took control of a Spanish ship and vowed that slavers the world over would pay. He hopes someday to meet the rumored Nemo and learn some of his secrets.",,Mysterious Islands,,,
Mercenary,24,Common,Crew,Ibrahan Ozat,6.0,,,,,Meropis,"Ex-patriot. As part of a move action, this ship may initiate a boarding party against a ship up to S away from her, without having to ram. The boarded ship may not use any boarding bonuses.","Petty conflicts in the Mediterranean became as silly as they were deadly, and Ozat knew he could not take another order from a sultan who never left his perfumed baths or pile of pillows. With rumors of uncharted islands, wealth beyond dreams, and technology unheard of in Europe, Ozat set sail for the Mysterious Islands.",,Mysterious Islands,,,
Mercenary,25,Common,Crew,Christian Fiore,6.0,,,,,Forward,"Ex-patriot. Once per turn, one crew or ship within S of this ship cannot use its ability that turn.","Fiore had a knack for getting people to tell him their secrets, for creating kings. Eventually the objects of his manipulations began to bore him, and hearing of Gustov's plan, he took his talents to the sea to help create a new world order.",,Mysterious Islands,,,
Mercenary,26,Common,Crew,Yeshaji Angria,8.0,,,,,Devil Ray,"Ex-patriot. Once per turn, this ship may look at any one face-down treasure on any ship or island. This ship may dock at an enemy home island and load one treasure. If able, she must leave on your next turn.","The last of the Angria dynasty, Yeshaji watched as the English fleet bombarded his family holdings near Bombay. He knew then that the age of piracy was dead. But when he saw Nemo's Nautilus surface from the depths, he saw a new way to restore his family's pride and power.",,Mysterious Islands,,,
Mercenary,27,Uncommon,Crew,Firepot Specialist,2.0,,,,,,"Once per turn when this ship is given a shoot action, one of her cannons may shoot a firepot at a target within S of her. Declare which cannon will shoot the firepot before rolling the d6. If it hits, the target's controller replaces one of her masts with a fire mast. At the beginning of every turn, roll one d6 for each fire mast. On a result of 6, remove the fire mast; on a 1–3, the ship's controller replaces another of her masts with a fire mast. When a ship has only fire masts, she must be scuttled on her next turn. When a ship docks at her home island or a fort, remove all of her fire masts as a free action.",,,Mysterious Islands,,,
Pirate,28,Rare,Ship,Prussian Crown,16.0,5.0,5.0,L,3S-3L-3L-3L-3S,,This ship can shoot at submerged ships within S of her.,The new pirate crew of the “Schultzie” are inordinately proud of capturing the German frigate and her cache of modern weaponry.,,Mysterious Islands,,,
Pirate,29,Rare,Ship,Coleoptera,12.0,3.0,3.0,S+S,4L-4L-4L,Captain Mission,Submarine. This ship gets +1 to her cannon rolls against Mercenary ships.,"After stealing the Coleoptera, Captain Mission painted the ship bright gold to taunt Nemo before setting out to waylay ships on the Sea of Krakens.",,Mysterious Islands,,,
Pirate,30,Uncommon,Ship,Thirty Tyrants,13.0,4.0,3.0,L,3S-3L-3L-3S,,Broadsides Attack.,"When piracy became difficult on the Mediterranean and Aegean Seas, Captain Zambrowsky led the Thirty Tyrants and her crew through the newly opened Suez Canal toward the Mysterious Islands.",,Mysterious Islands,,,
Pirate,31,Uncommon,Ship,Xiamen's Claws,13.0,4.0,4.0,S+S,2S-3S-3S-2S,,This ship gets +1 to her boarding rolls. She gets +2 instead if her opponent is a submarine.,"Negotiations aboard the Xiamen's Claws always take place in the captain's quarters, where he keeps his pet—a live tiger.",,Mysterious Islands,,,
Pirate,32,Uncommon,Ship,Sunrise Fire,12.0,4.0,4.0,L,4S-3S-3S-4S,,"Schooner. Once per turn, if this ship is within S of an island, you may mark the island as explored without docking at it. The island becomes unexplored in regards to all other players.","Villagers in the Mysterious Islands often see the silhouette of the Sunrise Fire as she sails by in the predawn hours, marking each island she passes as potential prey.",,Mysterious Islands,,,
Pirate,33,Uncommon,Ship,Nancy Nox,12.0,3.0,5.0,S,2S-3S-4S,“Cannonball” Gallows,"If this ship wins a boarding party, she may take as much treasure from the other ship as she wants, up to her available cargo space.","The Nancy Nox is a ship of carousing buccaneers who have vowed to “make merry even in the land of the dead,” and who prefer kegs of rum to chests of gold.",,Mysterious Islands,,,
Pirate,34,Uncommon,Ship,Devil's Pay,4.0,2.0,2.0,L,2L-2L,,This ship cannot shoot when she carries treasure.,"Because the Devil's Pay was built for speed rather than carrying capacity, her crew must take the best plunder rather than the most plunder.",,Mysterious Islands,,,
Pirate,35,Common,Ship,Panama Sun,10.0,3.0,4.0,S+S,3S-3S-3S,,Ramming cannot eliminate this ship's masts.,"The Panama Sun is crewed by failed forty-niners who stole the ship and her cargo of gold, then fled to the Mysterious Islands to take up their new trade of piracy.",,Mysterious Islands,,,
Pirate,36,Common,Ship,El Tejon,7.0,2.0,2.0,L,2L-2L,Benito de Soto,"You may double the range of this ship's cannons each turn, but you must roll a 6 to hit.","Crewed by determined Spanish outlaws, El Tejon will never give up a chase until she has captured her target.",,Mysterious Islands,,,
Pirate,37,Common,Ship,Shamrock,8.0,2.0,3.0,S+L,4S-4L,,"After looking at treasure on a wild island, you may trade any one treasure from that island for a random treasure on any other wild island. This ship must load the traded treasure.","Under the guidance of American mastermind Adam Worth, the crew of the Shamrock sails unerringly toward the greatest plunder to be found in the Mysterious Islands.",,Mysterious Islands,,,
Pirate,38,Rare,Ship,Smiling Jim,7.0,1.0,1.0,S+S+S,2S,,"Once per turn, if this ship carries treasure and is within S of an enemy ship, you may randomly trade one treasure with that ship.","Said to be captained by the ghost of a shantytown saloon-keep, the Smiling Jim is crewed by sailors who throw cargo overboard in hopes of appeasing the ship's namesake.",,Mysterious Islands,,,
Pirate,39,Rare,Crew,Hammersmith,6.0,,,,,,"This ship gets +1 to her boarding rolls against Mercenary ships. As part of a move action, this ship may initiate a boarding party against a ship up to S away from her, without having to ram. The boarded ship may not use any boarding bonuses.","Hammersmith's ship, the Glory, was laden with goods when a metal ship-beast surfaced and destroyed her. After washing ashore a mysterious island that rose out of the sea, he put together a new crew, whose only purpose is to bury submarines next to the Glory.",,Mysterious Islands,,,
Pirate,40,Rare,Crew,Benito de Soto,9.0,,,,,El Tejon,"This ship may move and shoot using the same move action. After this ship resolves a shoot action, she may move as a free action.","Benito de Soto claims to be the last true pirate: His attacks are quick; his goal is gold; and his crew has perfected the art of capturing ships. Hiding out along the coast of South America, de Soto appears only when his hunger for gold needs to be satisfied.",,Mysterious Islands,,,
Pirate,041a,Common,Crew,Diabolito,7.0,,,,,,"If this ship succeeds at a boarding party, she may eliminate all of the other ship's crew.","The “Little Devil” seems to have been spawned from Hades itself. With no regard for human life, he is chaos personified, and any ship that comes across him can only hope that they survive the onslaught.",,Mysterious Islands,,,
English,041b,Common,Crew,Professor Clive Defoe,5.0,,,,,,This ship can shoot at submerged ships within S of her.,Professor Defoe has studied the emergence of the submarine with great interest. He has been paid handsomely by the Crown to bring in one—in any condition.,,Mysterious Islands,,,
Pirate,042a,Common,Crew,“Cannonball” Gallows,0.0,,,,,Nancy Nox,Limit. Ransom. Place this crew face up during setup. You may build your fleet using 5 more points than the game's build total. This crew cannot leave this ship unless captured or eliminated.,"The son of Genny Gallows grew up as a pirate. But for him, piracy is all fun and games, almost like living a dream of gold, glory, girls, and rum. He sails for fun, and crews line up to sail with him.",,Mysterious Islands,,,
English,042b,Common,Crew,The Gentleman,6.0,,,,,,"This ship may move and shoot using the same move action. Once per turn, you may reroll any die roll you make for this ship; you must use the second die roll result.","The ladies the Gentleman has rescued have spread his name throughout the seas and ports. To have been saved by him is to have been welcomed into an exclusive club, whose true nature is known only by its members.",,Mysterious Islands,,,
Pirate,043a,Common,Crew,Captain Mission,7.0,,,,,Coleoptera,"This ship's crew cannot be eliminated unless she sinks. Once per turn, roll a d6. On a 5 or 6, this ship may be given an extra action.","With a laugh, this self-proclaimed King of Pirates is based in Madagascar. Mission considers Nemo to be a fool, his ideas the idiocy of  someone with too much money and too little imagination.",,Mysterious Islands,,,
English,043b,Common,Crew,Lt. Henry Ducie Chads,5.0,,,,,HMS Botany Bay,"Once per turn before you give this ship an action, roll a d6. On a 5 or 6, this ship may be given the same action twice. This ship gets +1 to her cannon rolls against Pirate ships.","Tasked with ridding the world of threats at sea, Chads' focus is the pirates who seem to attack at will. He has zeroed in on Captain Mission and his ilk, with the aim of making the seas safe for everyone.",,Mysterious Islands,,,
Pirate,44,Uncommon,Crew,Firepot Specialist,2.0,,,,,,"Once per turn when this ship is given a shoot action, one of her cannons may shoot a firepot at a target within S of her. Declare which cannon will shoot the firepot before rolling the d6. If it hits, the target's controller replaces one of her masts with a fire mast. At the beginning of every turn, roll one d6 for each fire mast. On a result of 6, remove the fire mast; on a 1–3, the ship's controller replaces another of her masts with a fire mast. When a ship has only fire masts, she must be scuttled on her next turn. When a ship docks at her home island or a fort, remove all of her fire masts as a free action.",,,Mysterious Islands,,,
English,45,Rare,Ship,HMS Pacificum,15.0,5.0,4.0,S+S,3S-3S-2L-3L-4S,,This ship gets +1 to her boarding rolls. She gets +2 instead if her opponent is a submarine.,Among the nearly 700 sailors who crew HMS Pacificum are 20 who specialize in operating the hardhat diving suits they use to board submersibles.,,Mysterious Islands,,,
English,46,Uncommon,Ship,HMS Gallows,16.0,4.0,5.0,L,2L-2L-2L-2L,,This ship gets +1 to her cannon rolls against any ship.,"Innumerable pirates have swung from the yardarm of HMS Gallows, a ship expressly constructed by the Crown to pursue pirates to the far ends of the Earth.",,Mysterious Islands,,,
English,47,Uncommon,Ship,HMS Zephyr,15.0,4.0,4.0,L,3S-4L-3S-3S,Hermione Gold,"Schooner. After this ship resolves a shoot action, she may move as a free action.","Her white sails crisp and polished silver trim gleaming, HMS Zephyr often seems to race over the waves faster than the wind.",,Mysterious Islands,,,
English,48,Uncommon,Ship,HMS Iron Prince,10.0,3.0,4.0,L,3S-2L-3S,,Ramming cannot eliminate this ship's masts.,"One of Her Majesty's first and finest ironclads, HMS Iron Prince can withstand incredible impacts with minimal damage.",,Mysterious Islands,,,
English,49,Uncommon,Ship,HMS Empress Of India,11.0,3.0,3.0,S+L,3L-3L-3L,,"If this ship shoots at a ship that was previously shot at by another ship this turn, she gets +1 to her cannon rolls against that ship this turn.","One of the Admiralty's few remaining packet ships, HMS Empress sails between Asia and England carrying only the most important cargo—and well prepared to defend it.",,Mysterious Islands,,,
English,50,Uncommon,Ship,HMS Challenger,9.0,2.0,3.0,L,4S-4S,,This ship can shoot at submerged ships within S of her.,"Christened by Prince Albert, HMS Challenger was named in honor of the brilliant scientist who gave the secret of depth charges to the Imperial Navy.",,Mysterious Islands,,,
English,51,Common,Ship,HMS Botany Bay,12.0,3.0,3.0,S+S,3L-2L-4L,Lieutenant Henry Ducie Chads,Broadsides Attack.,"Once a colony ship, HMS Botany Bay spent six months in the dry docks of Hong Kong to be outfitted with two gun decks and more than four dozen cannons.",,Mysterious Islands,,,
English,52,Common,Ship,HMS Auckland,12.0,3.0,3.0,S+L,2S-3S-2S,,Schooner. This ship gets +1 to her boarding rolls.,HMS Auckland is crewed by rough sailors recruited from the penal colony of Moreton Bay and offered a chance at freedom in return for service.,,Mysterious Islands,,,
English,53,Common,Ship,HMHV Plunder,6.0,2.0,2.0,L,3L-3S,,Pirate crew may use their abilities on this ship.,"The crew of the hired vessel HMHV Plunder is loyal to the Crown, but only so long as coin from the Crown outweighs what they might win from piracy.",,Mysterious Islands,,,
English,54,Common,Ship,HMS Disraeli,7.0,2.0,3.0,L,3L-3L,,"Once per turn when this ship hits an enemy ship, also eliminate one crew from that ship.","When enemies close on HMS Disraeli, they fear the crack of her marksmen's rifles as much as the boom of her cannons.",,Mysterious Islands,,,
English,55,Rare,Ship,HMS Bletchley,9.0,1.0,1.0,S+S,2L,,L-range cannons cannot hit this ship.,"HMS Bletchley has been ordered to map the Mysterious Islands, plant the Union flag, and expand the empire.",,Mysterious Islands,,,
English,56,Rare,Crew,Hermione Gold,7.0,,,,,HMS Zephyr,This ship may move and shoot using the same move action. This ship gets +1 to her cannon rolls against any non-English ship.,"When Eileen Brigid O'Brien escaped prison, Hermione Gold took that as a slap to her family's face. With a ship paid for by her family fortune and a crack fighting squad provided by the Crown, she has begun her hunt for O'Brien.",,Mysterious Islands,,,
English,57,Uncommon,Crew,Firepot Specialist,2.0,,,,,,"Once per turn when this ship is given a shoot action, one of her cannons may shoot a firepot at a target within S of her. Declare which cannon will shoot the firepot before rolling the d6. If it hits, the target's controller replaces one of her masts with a fire mast. At the beginning of every turn, roll one d6 for each fire mast. On a result of 6, remove the fire mast; on a 1–3, the ship's controller replaces another of her masts with a fire mast. When a ship has only fire masts, she must be scuttled on her next turn. When a ship docks at her home island or a fort, remove all of her fire masts as a free action.",,,Mysterious Islands,,,
